review,sentiment,insights,insights_conv,key_points,suggestions
 The hotel room was clean warm and very comfortable and the breakfast was more than plentiful The room itself wasn t the largest of hotel rooms I have stayed in however the comfort of the room and having a great nights sleep more than made up for the lack of space I found the staff to be exceptionally helpful from the point of my arrival and throughout the stay At checkout time the staff were politely informed that I could leave my luggage in a secure room whilst I went off to do some shopping before my actual departure time from London which was most appreciated Overall I had an enjoyable stay at the Grand Royale London Park Hotel and would certainly consider staying again on future visits to London ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The hotel room was clean, warm, and comfortable."",""Breakfast was plentiful."",""Despite being small, the room was comfortable and allowed for a great night's sleep."",""Staff were exceptionally helpful during the stay."",""Ability to leave luggage in a secure room was appreciated."",""Enjoyable stay overall and consideration for future visits.""]}","{'sentiment': 'positive', 'key_points': ['The hotel room was clean, warm, and comfortable.', 'Breakfast was plentiful.', ""Despite being small, the room was comfortable and allowed for a great night's sleep."", 'Staff were exceptionally helpful during the stay.', 'Ability to leave luggage in a secure room was appreciated.', 'Enjoyable stay overall and consideration for future visits.']}","['The hotel room was clean, warm, and comfortable.', 'Breakfast was plentiful.', ""Despite being small, the room was comfortable and allowed for a great night's sleep."", 'Staff were exceptionally helpful during the stay.', 'Ability to leave luggage in a secure room was appreciated.', 'Enjoyable stay overall and consideration for future visits.']",No suggestion
 Location suited us and staff were very helpful ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location suited us"",""Staff were very helpful""]}","{'sentiment': 'positive', 'key_points': ['Location suited us', 'Staff were very helpful']}","['Location suited us', 'Staff were very helpful']",No suggestion
 100 going again really enjoyed it and beautiful building ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""really enjoyed it"",""beautiful building""]}","{'sentiment': 'positive', 'key_points': ['really enjoyed it', 'beautiful building']}","['really enjoyed it', 'beautiful building']",No suggestion
 old furniture expensive wifi internet connection no omelet station at breakfast time,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""old furniture"",""expensive wifi internet connection"",""no omelet station at breakfast""],""suggestions"":""Consider updating the furniture, reviewing the pricing for internet, and adding an omelet station to the breakfast offerings.""}","{'sentiment': 'negative', 'key_points': ['old furniture', 'expensive wifi internet connection', 'no omelet station at breakfast'], 'suggestions': 'Consider updating the furniture, reviewing the pricing for internet, and adding an omelet station to the breakfast offerings.'}","['old furniture', 'expensive wifi internet connection', 'no omelet station at breakfast']","Consider updating the furniture, reviewing the pricing for internet, and adding an omelet station to the breakfast offerings."
 Shoddy in need of decor and they charged to use the pool ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Shoddy condition"",""Need for decor"",""Charged for pool usage""]}","{'sentiment': 'negative', 'key_points': ['Shoddy condition', 'Need for decor', 'Charged for pool usage']}","['Shoddy condition', 'Need for decor', 'Charged for pool usage']",No suggestion
 Fantastic location for what I needed Staff were friendly room was clean and comfortable,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Fantastic location"",""Staff were friendly"",""Room was clean"",""Room was comfortable""]}","{'sentiment': 'positive', 'key_points': ['Fantastic location', 'Staff were friendly', 'Room was clean', 'Room was comfortable']}","['Fantastic location', 'Staff were friendly', 'Room was clean', 'Room was comfortable']",No suggestion
 Although a very nice touch a welcome cookie For those of us who have a nut allergy and in this day and age plenty people do It would be nice to offer something without a nut content,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""welcome cookie is a nice touch"",""concern for those with nut allergies"",""suggestion for offering nut-free options""]}","{'sentiment': 'neutral', 'key_points': ['welcome cookie is a nice touch', 'concern for those with nut allergies', 'suggestion for offering nut-free options']}","['welcome cookie is a nice touch', 'concern for those with nut allergies', 'suggestion for offering nut-free options']",No suggestion
 As others have mentioned the rooms could do with a face lift torn wall paper etc but at the price I paid I didn t mind this at all ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""rooms could do with a face lift"",""torn wall paper"",""price paid was acceptable""]}","{'sentiment': 'neutral', 'key_points': ['rooms could do with a face lift', 'torn wall paper', 'price paid was acceptable']}","['rooms could do with a face lift', 'torn wall paper', 'price paid was acceptable']",No suggestion
 Beautiful decorated rooms big very clean comfortable bed windows can open fantastic hot and cold breakfast good coffee and Stefano at front desk very helpful Big shopping centre within driving distance Metro ten minutes walk and easy to navigate paid 1 50 to the city Train station right next to the hotel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Beautiful decorated rooms"",""Very clean"",""Comfortable bed"",""Windows can open"",""Fantastic hot and cold breakfast"",""Good coffee"",""Helpful staff (Stefano)"",""Big shopping centre nearby"",""Metro ten minutes walk"",""Easy to navigate"",""Train station right next to the hotel""]}","{'sentiment': 'positive', 'key_points': ['Beautiful decorated rooms', 'Very clean', 'Comfortable bed', 'Windows can open', 'Fantastic hot and cold breakfast', 'Good coffee', 'Helpful staff (Stefano)', 'Big shopping centre nearby', 'Metro ten minutes walk', 'Easy to navigate', 'Train station right next to the hotel']}","['Beautiful decorated rooms', 'Very clean', 'Comfortable bed', 'Windows can open', 'Fantastic hot and cold breakfast', 'Good coffee', 'Helpful staff (Stefano)', 'Big shopping centre nearby', 'Metro ten minutes walk', 'Easy to navigate', 'Train station right next to the hotel']",No suggestion
 Outside of building could do with a revamp ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Outside of building could do with a revamp""]}","{'sentiment': 'negative', 'key_points': ['Outside of building could do with a revamp']}",['Outside of building could do with a revamp'],No suggestion
 The location is excellent and staff very helpful and friendly I will gladly stay again on this hotel ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Excellent location"",""Helpful and friendly staff"",""Willingness to stay again""]}","{'sentiment': 'positive', 'key_points': ['Excellent location', 'Helpful and friendly staff', 'Willingness to stay again']}","['Excellent location', 'Helpful and friendly staff', 'Willingness to stay again']",No suggestion
 Helpful stafff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Helpful staff""]}","{'sentiment': 'positive', 'key_points': ['Helpful staff']}",['Helpful staff'],No suggestion
 I like it s cleanses and the building is good ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""cleanses well"",""building quality is good""]}","{'sentiment': 'positive', 'key_points': ['cleanses well', 'building quality is good']}","['cleanses well', 'building quality is good']",No suggestion
 The staff were really helpful and friendly Excellent breakfast ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""staff were really helpful"",""staff were friendly"",""excellent breakfast""]}","{'sentiment': 'positive', 'key_points': ['staff were really helpful', 'staff were friendly', 'excellent breakfast']}","['staff were really helpful', 'staff were friendly', 'excellent breakfast']",No suggestion
 Excellent,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Excellent quality"",""Highly recommended"",""Value for money"",""Fast shipping""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['Excellent quality', 'Highly recommended', 'Value for money', 'Fast shipping'], 'suggestions': 'None'}","['Excellent quality', 'Highly recommended', 'Value for money', 'Fast shipping']",None
 Beds a little hard and pillow,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""Beds are a little hard"",""Pillow quality is not mentioned""],""suggestions"":""Consider adding softer bedding options and higher quality pillows.""}","{'sentiment': 'neutral', 'key_points': ['Beds are a little hard', 'Pillow quality is not mentioned'], 'suggestions': 'Consider adding softer bedding options and higher quality pillows.'}","['Beds are a little hard', 'Pillow quality is not mentioned']",Consider adding softer bedding options and higher quality pillows.
