review,sentiment,insights,insights_conv,key_points,suggestions,clean_suggestions,tema,valor_tema,desc_tema
 Birthday tray was organized Wasn t ready and I had to call from the room to ask where it arrived 4hours late The restaurant was booked for outside to enjoy the views couldn t have the table booked as the hotel had booked a private function If i had know I would have gone somewhere else No water available Paid for breakfast for my wife and they were supposed to pass the ticket under the door This never happened so my wife never got breakfast which was paid for Spent 15minutes calling reception until someone answered to complain that we could not sleep as the music from the function was vibrating through the room ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Birthday tray was organized late by 4 hours"",""Had to call reception to locate the tray"",""Unable to enjoy outside views due to private function"",""No water available in the room"",""Paid breakfast for wife was not delivered"",""Spent 15 minutes trying to reach reception to complain about loud music from function""]}","{'sentiment': 'negative', 'key_points': ['Birthday tray was organized late by 4 hours', 'Had to call reception to locate the tray', 'Unable to enjoy outside views due to private function', 'No water available in the room', 'Paid breakfast for wife was not delivered', 'Spent 15 minutes trying to reach reception to complain about loud music from function']}","['Birthday tray was organized late by 4 hours', 'Had to call reception to locate the tray', 'Unable to enjoy outside views due to private function', 'No water available in the room', 'Paid breakfast for wife was not delivered', 'Spent 15 minutes trying to reach reception to complain about loud music from function']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Great location near tube station nice room quick check in and check out friendly staff,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location near tube station"",""Nice room"",""Quick check in and check out"",""Friendly staff""]}","{'sentiment': 'positive', 'key_points': ['Great location near tube station', 'Nice room', 'Quick check in and check out', 'Friendly staff']}","['Great location near tube station', 'Nice room', 'Quick check in and check out', 'Friendly staff']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Staff quality of room and location Would definitely use hotel again ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staff quality of room"",""Great location"",""Willingness to use hotel again""]}","{'sentiment': 'positive', 'key_points': ['Staff quality of room', 'Great location', 'Willingness to use hotel again']}","['Staff quality of room', 'Great location', 'Willingness to use hotel again']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Hotel design was nice,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Hotel design was nice""]}","{'sentiment': 'positive', 'key_points': ['Hotel design was nice']}",['Hotel design was nice'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 The food,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The food was delicious"",""Great presentation"",""The flavors were unique""],""suggestions"":""Expand the menu to include more vegetarian options.""}","{'sentiment': 'positive', 'key_points': ['The food was delicious', 'Great presentation', 'The flavors were unique'], 'suggestions': 'Expand the menu to include more vegetarian options.'}","['The food was delicious', 'Great presentation', 'The flavors were unique']",Expand the menu to include more vegetarian options.,Expand menu include vegetarian options.,6,0.09597751663981646,Mejorar el menú del desayuno
 The bed was wonderful Room soundproofing excellent ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The bed was wonderful"",""Room soundproofing excellent""]}","{'sentiment': 'positive', 'key_points': ['The bed was wonderful', 'Room soundproofing excellent']}","['The bed was wonderful', 'Room soundproofing excellent']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The location is ideal for my business at Westminster and for its location the value is excellent It is within walking distance of many London attractions in itself a bonus ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""ideal location for business"",""excellent value for location"",""walking distance to many London attractions"",""bonus of location""]}","{'sentiment': 'positive', 'key_points': ['ideal location for business', 'excellent value for location', 'walking distance to many London attractions', 'bonus of location']}","['ideal location for business', 'excellent value for location', 'walking distance to many London attractions', 'bonus of location']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Room service a little slow and forgot chips on a 24 meal,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Room service was slow"",""Chips were forgotten on a 24 meal""]}","{'sentiment': 'negative', 'key_points': ['Room service was slow', 'Chips were forgotten on a 24 meal']}","['Room service was slow', 'Chips were forgotten on a 24 meal']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Restaurant was excellent,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Restaurant was excellent""]}","{'sentiment': 'positive', 'key_points': ['Restaurant was excellent']}",['Restaurant was excellent'],No suggestion,No suggestion,-1,0.13495818573065688,-1
 Unfriendly and not collaborative personnel Any request is answered with No sorry or Contact the customer support per email My suggestion try some other hotel ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Unfriendly personnel"",""Not collaborative staff"",""Requests answered negatively"",""Encouragement to try other hotels""],""suggestions"":""Improve staff training on customer service and collaboration.""}","{'sentiment': 'negative', 'key_points': ['Unfriendly personnel', 'Not collaborative staff', 'Requests answered negatively', 'Encouragement to try other hotels'], 'suggestions': 'Improve staff training on customer service and collaboration.'}","['Unfriendly personnel', 'Not collaborative staff', 'Requests answered negatively', 'Encouragement to try other hotels']",Improve staff training on customer service and collaboration.,Improve staff training customer service collaboration.,5,0.35385322152897947,Mejorar la calidad de atención del personal
 Convenient location and pleasant staff and service,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Convenient location"",""Pleasant staff"",""Good service""]}","{'sentiment': 'positive', 'key_points': ['Convenient location', 'Pleasant staff', 'Good service']}","['Convenient location', 'Pleasant staff', 'Good service']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Very comfy bed the Indian restaurant was very good,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Very comfy bed"",""Indian restaurant was very good""]}","{'sentiment': 'positive', 'key_points': ['Very comfy bed', 'Indian restaurant was very good']}","['Very comfy bed', 'Indian restaurant was very good']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 HELPFUL STAFF ROOM AS DESCRIBED GREAT FOR ACCESS TO PADDINGTON STATION BUT FAR ENOUGH AWAY FROM THE TRAFFIC TO BE REASONABLY QUIET,NEGATIVE,"{""sentiment"":""positive"",""key_points"":[""helpful staff"",""great access to Paddington Station"",""reasonably quiet location away from traffic""]}","{'sentiment': 'positive', 'key_points': ['helpful staff', 'great access to Paddington Station', 'reasonably quiet location away from traffic']}","['helpful staff', 'great access to Paddington Station', 'reasonably quiet location away from traffic']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Beware of their special prices It s true they are low for a 4 star hotel But you get a room on ground floor or even in the basement can t open the window at all and thus stuffy air everybody passing on the street can look inside your room etc ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Low special prices for a 4-star hotel"",""Rooms on the ground floor or basement"",""Can't open the window, stuffy air"",""Privacy issues due to street visibility""],""suggestions"":""Consider improving room conditions, including ventilation and privacy.""}","{'sentiment': 'negative', 'key_points': ['Low special prices for a 4-star hotel', 'Rooms on the ground floor or basement', ""Can't open the window, stuffy air"", 'Privacy issues due to street visibility'], 'suggestions': 'Consider improving room conditions, including ventilation and privacy.'}","['Low special prices for a 4-star hotel', 'Rooms on the ground floor or basement', ""Can't open the window, stuffy air"", 'Privacy issues due to street visibility']","Consider improving room conditions, including ventilation and privacy.","Consider improving room conditions, including ventilation privacy.",-1,0.09739985175509513,-1
 My mom and I stayed there for two nights Everything was fine until our check out We ordered a meal the night before our check out I made the payment cash because the waiter said nothing about the payment options and signed the receipt I even remember the amount of money I paid When the time has come for check out I told them about the order and payment He did not add the payment to the checkout receipt for that time When we returned home we saw that they took the money from the credit card It was not a lie I don t need to say something that didn t happen It is not a lot of money to care about but it is not the right thing to do It is not a trusting behaviour I want to say that I am very disappointed and will never prefer to stay at this hotel again ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Disappointment with checkout process"",""Made cash payment for meal but was charged credit card later"",""Waiter did not clarify payment options"",""Feelings of distrust towards hotel"",""No intention to stay at the hotel again""],""suggestions"":""Improve communication regarding payment methods and ensure accurate billing.""}","{'sentiment': 'negative', 'key_points': ['Disappointment with checkout process', 'Made cash payment for meal but was charged credit card later', 'Waiter did not clarify payment options', 'Feelings of distrust towards hotel', 'No intention to stay at the hotel again'], 'suggestions': 'Improve communication regarding payment methods and ensure accurate billing.'}","['Disappointment with checkout process', 'Made cash payment for meal but was charged credit card later', 'Waiter did not clarify payment options', 'Feelings of distrust towards hotel', 'No intention to stay at the hotel again']",Improve communication regarding payment methods and ensure accurate billing.,Improve communication regarding payment methods ensure accurate billing.,2,0.11414695529180882,Mejorar calidad del aire acondicionado y limpieza de los cuartos
